Id Venta;Id Prod;Id cliente ;Id territorio;Cod Pago ;Id vendedor ;Fecha Venta;Fecha Entrega;Fecha Pago ;Valor Unidad;Cantidad ;Costos Directos ;Costos Indirectos 
837;28;62;9;106;17;43278;43291;43306;582;96;27936;16761,6
838;68;21;10;106;102;43184;43212;43215;751;5;1502;600,8
839;53;258;6;105;62;43756;43770;43787;216;119;12852;6426
840;37;250;6;103;22;43671;43677;43697;355;14;1988;994
841;44;263;7;101;58;43395;43413;43442;679;56;15209,6;7604,8
842;22;218;5;106;77;43827;43837;43842;924;99;36590,4;14636,16
843;24;69;6;103;32;43348;43372;43377;495;76;15048;9028,8
844;93;164;8;101;54;43365;43380;43403;833;16;6664;3332
845;41;279;17;103;99;43807;43828;43851;186;36;2678,4;1607,04
846;12;183;19;105;45;43808;43821;43851;297;75;8910;4455
847;96;236;20;104;65;43575;43581;43594;772;9;2779,2;1111,68
848;58;28;13;101;60;43290;43316;43337;470;7;1645;822,5
849;30;167;15;103;104;43307;43321;43332;124;14;868;520,8
850;80;280;15;105;17;43269;43272;43293;128;54;3456;1382,4
851;2;273;8;104;102;43741;43766;43791;939;69;32395,5;12958,2
852;33;145;7;106;16;43326;43336;43353;915;12;5490;3294
853;28;34;17;102;14;43768;43779;43793;792;43;17028;6811,2
854;95;121;11;104;49;43468;43492;43512;45;81;1822,5;1093,5
855;26;194;6;105;7;43234;43237;43243;31;73;905,2;362,08
856;8;66;10;101;49;43734;43742;43765;149;57;4246,5;1698,6
857;86;183;3;105;74;43271;43298;43323;653;45;14692,5;5877
858;46;201;11;103;12;43297;43303;43319;188;26;1955,2;1173,12
859;50;331;17;102;24;43669;43670;43676;891;35;15592,5;6237
860;18;198;12;106;4;43138;43148;43161;134;119;7973;3189,2
861;77;224;20;102;22;43515;43523;43531;929;70;32515;13006
862;67;333;5;102;38;43707;43720;43731;224;42;3763,2;1505,28
863;25;257;11;101;95;43321;43321;43345;450;103;18540;11124
864;35;329;7;103;104;43675;43680;43705;175;70;6125;2450
865;45;23;7;103;80;43110;43116;43124;776;20;6208;3104
866;64;204;10;104;27;43131;43138;43150;807;4;1614;645,6
867;55;334;19;102;9;43551;43575;43587;53;91;1929,2;771,68
868;82;310;10;105;11;43747;43766;43784;588;49;11524,8;6914,88
869;70;73;14;102;71;43495;43504;43514;250;101;10100;6060
870;41;144;4;102;28;43774;43795;43822;809;8;3236;1941,6
871;70;201;11;106;70;43263;43279;43309;334;29;3874,4;1937,2
872;1;319;10;102;30;43528;43550;43558;615;60;18450;7380
873;45;109;9;104;19;43127;43143;43144;435;15;2610;1044
874;27;41;11;106;73;43123;43132;43144;218;84;7324,8;3662,4
875;84;34;9;103;20;43773;43797;43825;120;19;1140;456
876;14;49;6;106;42;43424;43445;43463;27;112;1209,6;604,8
877;31;153;8;104;21;43169;43177;43202;259;51;5283,6;3170,16
878;29;141;13;101;28;43441;43460;43488;685;115;39387,5;19693,75
879;78;219;16;106;5;43461;43462;43479;500;91;18200;9100
880;88;178;15;104;23;43212;43212;43214;701;14;3925,6;2355,36
881;81;23;6;106;55;43197;43218;43241;181;6;434,4;260,64
882;78;113;10;106;30;43293;43301;43308;398;61;12139;7283,4
883;42;131;3;102;44;43431;43436;43443;829;19;7875,5;3937,75
884;70;43;12;101;42;43641;43654;43665;672;64;17203,2;8601,6
885;76;103;20;102;10;43138;43168;43177;788;28;11032;6619,2
886;1;234;15;106;11;43569;43589;43607;526;20;5260;2630
887;18;36;3;106;86;43218;43223;43235;772;12;4632;2779,2
888;85;77;1;105;14;43156;43182;43208;707;86;24320,8;9728,32
889;75;106;16;106;100;43728;43737;43765;84;92;3091,2;1545,6
890;46;322;15;102;24;43720;43744;43771;260;99;12870;6435
891;43;23;2;101;18;43534;43545;43552;397;67;13299,5;6649,75
892;32;219;14;103;79;43113;43140;43142;559;110;30745;12298
893;92;102;13;104;37;43592;43610;43611;101;95;3838;1535,2
894;25;230;6;104;54;43787;43789;43808;650;120;31200;15600
895;85;248;17;103;31;43531;43542;43561;460;13;2990;1495
896;80;279;14;104;14;43153;43155;43173;255;100;10200;5100
897;8;99;14;105;36;43697;43706;43727;744;96;35712;14284,8
898;43;184;7;104;54;43624;43649;43677;493;33;6507,6;2603,04
899;21;131;17;101;85;43452;43465;43487;473;97;18352,4;11011,44
900;45;300;20;102;39;43519;43519;43531;568;14;3976;1988
901;24;266;11;106;80;43535;43536;43559;388;48;7449,6;4469,76
902;69;302;12;102;33;43292;43292;43293;433;46;9959;3983,6
903;40;210;20;106;23;43757;43766;43784;445;12;2670;1335
904;57;173;3;102;86;43203;43203;43211;930;59;21948;13168,8
905;58;247;9;106;44;43323;43330;43338;160;80;5120;2048
906;49;149;17;102;23;43514;43542;43547;21;79;829,5;414,75
907;79;34;6;102;6;43423;43430;43459;652;37;12062;6031
908;26;69;10;103;60;43685;43701;43707;98;57;2793;1117,2
909;84;187;9;102;46;43138;43151;43161;93;84;3906;1953
910;26;220;4;102;5;43567;43574;43577;616;5;1232;492,8
911;76;5;6;106;56;43745;43775;43784;233;74;6896,8;2758,72
912;20;53;7;102;15;43501;43504;43510;411;10;2055;1233
913;59;214;7;104;28;43529;43530;43532;180;65;4680;1872
914;33;309;10;103;47;43749;43778;43802;413;107;17676,4;7070,56
915;16;76;6;106;55;43355;43379;43395;805;88;35420;14168
916;11;50;10;103;97;43112;43123;43123;347;37;5135,6;2054,24
917;16;182;11;101;32;43571;43601;43631;844;19;8018;3207,2
918;57;79;15;102;34;43269;43297;43326;12;84;403,2;161,28
919;43;111;17;106;34;43157;43160;43179;218;13;1133,6;453,44
920;94;61;14;101;28;43160;43161;43188;233;22;2563;1537,8
921;43;273;12;103;15;43362;43367;43397;481;111;21356,4;10678,2
922;24;28;16;102;102;43380;43391;43405;166;44;2921,6;1752,96
923;55;241;16;104;94;43243;43248;43263;22;81;891;356,4
924;72;97;14;103;54;43159;43171;43197;508;20;5080;2032
925;5;83;1;105;33;43192;43198;43201;768;119;36556,8;14622,72
926;82;149;17;104;64;43229;43241;43257;731;34;12427;6213,5
927;34;87;7;105;17;43598;43600;43603;669;2;535,2;214,08
928;36;76;13;103;87;43455;43473;43487;606;102;24724,8;12362,4
929;90;131;14;101;31;43736;43742;43755;481;103;24771,5;12385,75
930;2;105;14;105;11;43343;43346;43346;443;40;7088;2835,2
931;50;194;16;102;60;43179;43197;43215;259;27;3496,5;1748,25
932;77;227;9;106;32;43473;43474;43490;743;2;594,4;356,64
933;43;119;11;106;69;43334;43348;43372;278;10;1112;444,8
934;31;93;20;104;21;43684;43704;43712;442;83;14674,4;8804,64
935;77;293;6;104;68;43162;43192;43217;184;72;6624;3312
936;90;237;10;101;12;43525;43536;43539;466;67;12488,8;7493,28
937;54;21;11;102;4;43173;43187;43195;843;62;20906,4;12543,84
938;58;153;15;101;103;43795;43808;43830;158;112;8848;5308,8
939;26;76;11;102;63;43730;43735;43754;545;67;14606;7303
940;12;71;6;102;47;43411;43415;43444;524;115;24104;9641,6
941;36;66;6;104;6;43221;43233;43239;365;49;7154;4292,4
942;83;283;18;102;77;43594;43618;43644;286;11;1258,4;503,36
943;81;230;11;105;41;43278;43304;43325;942;107;50397;20158,8
944;29;241;15;105;36;43440;43451;43478;105;66;2772;1108,8
945;19;31;4;102;57;43458;43482;43508;491;29;7119,5;4271,7
946;53;284;9;102;45;43399;43427;43452;593;78;23127;9250,8
947;78;35;17;101;79;43708;43735;43749;872;85;29648;14824
948;46;67;12;105;69;43679;43697;43710;715;107;38252,5;22951,5
949;26;46;20;101;78;43752;43769;43789;574;109;25026,4;10010,56
950;26;317;1;101;72;43404;43418;43427;770;16;6160;3696
951;70;184;12;102;81;43828;43842;43850;487;1;243,5;121,75
952;50;334;18;102;52;43195;43223;43236;345;88;15180;9108
953;17;248;2;105;93;43589;43608;43635;491;105;20622;8248,8
954;27;172;13;103;69;43673;43675;43695;606;110;26664;10665,6
955;34;189;2;102;105;43256;43263;43285;425;72;12240;4896
956;32;101;15;101;87;43151;43152;43162;587;61;14322,8;5729,12
957;14;38;18;101;53;43514;43517;43547;83;46;1909;763,6
958;41;166;9;104;40;43753;43778;43806;504;14;3528;1764
959;33;106;6;103;98;43200;43224;43241;452;96;17356,8;6942,72
960;18;111;3;104;9;43709;43716;43732;160;110;7040;4224
961;45;143;15;106;83;43570;43594;43596;740;47;13912;6956
962;52;169;14;101;36;43763;43776;43778;219;90;7884;3942
963;24;303;5;101;3;43226;43243;43247;439;101;22169,5;8867,8
964;26;30;8;105;28;43357;43367;43384;724;113;32724,8;16362,4
965;3;176;1;101;81;43206;43216;43221;821;56;22988;11494
966;3;177;8;106;105;43154;43178;43187;698;15;4188;2512,8
967;35;77;7;101;58;43540;43560;43563;517;31;8013,5;3205,4
968;3;336;9;101;41;43563;43586;43589;789;22;6943,2;4165,92
969;69;232;18;101;14;43541;43563;43592;909;116;42177,6;21088,8
970;50;316;9;102;94;43380;43406;43433;592;66;15628,8;7814,4
971;8;171;9;106;37;43475;43485;43494;300;81;12150;4860
972;35;257;9;101;38;43626;43635;43649;141;105;5922;2961
973;65;19;18;105;43;43186;43199;43213;565;37;8362;3344,8
974;68;165;6;103;15;43366;43371;43387;945;119;56227,5;22491
975;56;13;15;103;17;43533;43560;43571;859;7;2405,2;962,08
976;68;1;2;104;82;43203;43216;43230;374;63;11781;5890,5
977;40;104;18;102;81;43702;43711;43712;892;6;2140,8;1284,48
978;67;24;14;103;58;43410;43438;43444;564;83;18724,8;7489,92
979;87;3;15;104;89;43794;43808;43819;127;5;254;127
980;90;153;5;103;101;43236;43245;43257;698;5;1396;558,4
981;15;69;17;103;26;43392;43419;43424;258;118;12177,6;4871,04
982;15;218;16;106;63;43803;43830;43845;163;12;978;586,8
983;49;299;15;104;81;43138;43164;43180;306;32;3916,8;2350,08
984;28;47;19;102;45;43449;43459;43482;938;13;6097;3658,2
985;39;26;15;101;86;43443;43444;43472;492;31;6100,8;3050,4
986;47;181;17;106;65;43731;43731;43736;217;18;1562,4;781,2
987;74;208;15;101;16;43821;43830;43837;886;2;886;531,6
988;32;151;6;103;99;43589;43618;43623;944;118;55696;27848
989;94;103;2;102;9;43746;43774;43798;906;55;24915;9966
990;29;128;17;105;77;43475;43494;43524;759;105;39847,5;19923,75
991;49;156;19;104;3;43591;43609;43631;968;12;4646,4;1858,56
992;4;183;18;106;29;43165;43169;43175;733;66;24189;9675,6
993;46;239;4;103;17;43316;43322;43333;98;7;274,4;164,64
994;46;323;15;103;74;43283;43291;43308;160;36;2304;921,6
995;76;161;20;104;24;43687;43693;43698;865;12;5190;2076
996;12;329;5;101;65;43477;43496;43512;614;59;14490,4;7245,2
997;76;207;11;102;70;43690;43694;43713;948;74;35076;21045,6
998;29;140;16;102;50;43158;43170;43180;18;55;396;158,4
999;44;314;14;101;6;43278;43302;43317;354;5;708;424,8
1000;12;211;20;101;60;43557;43571;43592;485;33;6402;3201
1001;33;223;4;104;43;43352;43362;43381;729;111;32367,6;19420,56
1002;5;240;3;101;57;43127;43155;43166;41;55;902;360,8
1003;5;33;13;106;89;43482;43509;43534;489;19;3716,4;1486,56
1004;25;2;5;104;105;43346;43352;43378;307;57;6999,6;4199,76
1005;70;330;6;103;41;43191;43212;43216;550;31;6820;4092
1006;18;83;13;105;71;43169;43194;43206;599;35;10482,5;4193
1007;67;312;3;106;36;43632;43659;43678;959;60;23016;9206,4
1008;86;136;12;101;92;43666;43680;43695;321;56;8988;3595,2
1009;59;285;8;101;55;43295;43310;43320;827;12;3969,6;1587,84
1010;15;254;6;101;29;43304;43327;43331;146;28;2044;817,6
1011;4;197;15;103;60;43756;43785;43792;135;95;5130;3078
1012;42;65;8;101;5;43175;43186;43194;182;85;6188;2475,2
1013;53;171;10;101;90;43665;43675;43698;465;87;20227,5;8091
1014;71;144;7;104;59;43325;43342;43352;800;56;17920;8960
1015;44;199;13;102;101;43432;43436;43449;833;106;44149;17659,6
1016;87;7;19;103;36;43471;43486;43502;693;40;11088;5544
1017;2;7;19;103;36;43763;43782;43812;817;106;43301;21650,5
1018;71;135;5;104;88;43394;43397;43403;153;29;1774,8;1064,88
1019;4;321;15;102;42;43451;43479;43491;953;13;4955,6;1982,24
1020;59;51;3;105;98;43538;43546;43568;177;19;1345,2;538,08
1021;54;302;1;106;35;43258;43261;43289;892;80;28544;17126,4
1022;43;233;5;106;86;43602;43621;43642;635;115;36512,5;21907,5
1023;41;125;5;104;91;43243;43273;43278;999;43;21478,5;12887,1
1024;16;20;18;102;62;43227;43237;43246;317;47;7449,5;2979,8
1025;82;116;15;105;44;43420;43433;43439;200;28;2800;1120
1026;56;157;8;102;66;43306;43330;43353;509;3;763,5;305,4
1027;76;160;16;102;53;43687;43711;43713;749;116;43442;17376,8
1028;32;83;11;105;65;43573;43574;43594;437;32;5593,6;2237,44
1029;90;76;9;106;44;43629;43645;43646;250;14;1750;875
1030;5;182;9;103;98;43586;43595;43609;347;91;12630,8;7578,48
1031;43;234;15;103;33;43595;43612;43619;945;102;48195;24097,5
1032;22;188;12;104;20;43564;43581;43604;574;58;13316,8;5326,72
1033;6;262;15;104;10;43385;43410;43434;736;90;26496;13248
1034;90;177;2;106;60;43805;43805;43827;829;103;34154,8;13661,92
1035;53;114;6;102;79;43360;43373;43395;145;22;1276;765,6
1036;62;50;17;105;93;43688;43691;43708;830;59;24485;14691
1037;29;91;11;105;38;43821;43822;43840;399;88;17556;10533,6
1038;75;219;8;101;5;43342;43351;43363;495;101;24997,5;12498,75
1039;1;140;4;103;31;43180;43200;43204;941;108;50814;25407
1040;41;129;9;105;41;43787;43805;43815;609;75;22837,5;11418,75
1041;74;33;9;103;51;43778;43807;43811;65;25;812,5;325
1042;34;40;2;103;6;43223;43245;43263;821;35;14367,5;7183,75
1043;32;290;6;102;27;43126;43147;43162;488;106;20691,2;12414,72
1044;43;210;10;106;35;43514;43532;43537;394;116;22852;11426
1045;95;258;7;101;8;43731;43736;43754;643;73;23469,5;9387,8
1046;94;241;9;104;17;43157;43185;43206;728;113;32905,6;13162,24
1047;61;258;6;105;20;43129;43154;43183;521;60;15630;6252
1048;89;34;9;101;78;43801;43824;43830;488;110;21472;10736
1049;82;124;11;105;3;43158;43160;43173;188;43;4042;2425,2
1050;41;322;8;102;88;43618;43620;43638;815;108;35208;14083,2
1051;12;159;18;106;32;43444;43472;43484;484;6;1161,6;696,96
1052;35;287;5;103;8;43277;43307;43334;993;100;39720;15888
1053;88;63;1;101;75;43483;43513;43525;539;104;28028;16816,8
1054;56;233;7;103;95;43811;43836;43847;476;81;15422,4;9253,44
1055;46;181;14;103;24;43408;43425;43431;610;95;23180;9272
1056;60;190;7;104;58;43779;43808;43835;476;41;7806,4;3122,56
1057;91;135;8;104;30;43466;43468;43494;625;113;28250;11300
1058;61;327;19;101;85;43730;43738;43738;633;52;16458;8229
1059;90;255;10;102;33;43524;43536;43553;783;15;4698;1879,2
1060;44;231;3;101;36;43427;43437;43438;311;97;12066,8;7240,08
1061;65;234;6;102;60;43264;43264;43278;304;44;6688;2675,2
1062;23;73;3;101;31;43465;43467;43496;373;47;8765,5;5259,3
1063;95;247;13;106;67;43546;43556;43562;508;9;1828,8;731,52
1064;17;110;9;102;27;43101;43126;43140;548;17;3726,4;1490,56
1065;26;190;5;104;6;43706;43727;43755;596;96;28608;17164,8
1066;63;75;18;105;10;43249;43258;43273;130;52;2704;1081,6
1067;9;159;2;101;80;43770;43793;43816;708;115;40710;16284
1068;96;106;7;106;59;43191;43213;43214;524;83;17396,8;6958,72
1069;52;232;8;103;96;43158;43183;43200;986;37;18241;10944,6
1070;12;259;8;102;1;43285;43311;43321;473;28;6622;2648,8
1071;53;291;11;101;49;43152;43181;43210;475;107;20330;10165
1072;67;91;18;104;68;43245;43261;43290;173;35;2422;968,8
1073;69;228;8;103;88;43133;43136;43152;744;78;29016;14508
1074;16;108;14;102;45;43146;43161;43174;163;102;8313;3325,2
1075;13;228;3;106;89;43372;43398;43418;918;93;42687;25612,2
1076;20;86;13;106;93;43671;43701;43712;77;27;831,6;498,96
1077;26;210;12;105;84;43673;43699;43719;40;73;1168;584
1078;4;261;15;101;43;43125;43146;43175;553;34;7520,8;3008,32
1079;88;313;11;102;71;43174;43198;43218;883;50;17660;10596
1080;40;30;20;102;40;43633;43659;43666;225;40;3600;1440
1081;34;201;12;106;79;43447;43470;43473;119;29;1380,4;690,2
1082;60;282;5;104;40;43596;43597;43602;377;40;6032;3619,2
1083;21;245;14;106;38;43789;43806;43830;620;21;5208;2083,2
1084;24;111;13;102;16;43508;43517;43546;730;18;6570;3942
1085;3;37;13;104;82;43146;43152;43182;116;5;290;145
1086;68;140;18;106;12;43811;43841;43860;194;85;6596;2638,4
1087;25;55;17;101;1;43160;43172;43191;978;75;29340;14670
1088;48;329;15;101;77;43452;43469;43492;861;50;21525;10762,5
1089;36;31;8;106;91;43551;43554;43569;276;103;11371,2;4548,48
1090;27;312;1;101;24;43419;43430;43443;194;108;10476;6285,6
1091;75;165;12;103;102;43572;43592;43609;302;79;11929;5964,5
1092;12;267;6;103;51;43467;43467;43468;467;52;12142;6071
1093;3;230;2;106;97;43350;43370;43392;854;64;21862,4;10931,2
1094;47;286;9;103;57;43764;43784;43796;541;5;1082;649,2
1095;20;53;10;103;21;43644;43645;43665;13;114;592,8;296,4
1096;16;44;20;102;52;43532;43542;43563;750;96;28800;11520
1097;15;180;8;103;94;43371;43399;43410;411;57;11713,5;7028,1
1098;64;104;12;105;80;43491;43509;43521;602;37;8909,6;5345,76
1099;52;46;19;103;68;43141;43148;43148;487;16;3896;2337,6
1100;41;261;14;105;30;43361;43390;43410;583;23;6704,5;4022,7
1101;40;70;8;104;26;43561;43573;43591;349;90;12564;5025,6
1102;24;9;15;102;72;43348;43361;43361;374;71;13277;7966,2
1103;44;187;4;105;104;43531;43554;43566;247;72;7113,6;3556,8
1104;80;207;2;102;42;43672;43693;43715;218;15;1635;654
1105;65;79;7;105;39;43773;43781;43781;61;99;3019,5;1811,7
1106;47;221;19;101;48;43257;43286;43291;641;81;20768,4;10384,2
1107;48;175;12;102;81;43263;43274;43298;831;51;16952,4;6780,96
1108;84;272;1;102;58;43341;43371;43392;869;60;26070;10428
1109;17;169;16;103;25;43213;43214;43239;907;57;25849,5;10339,8
1110;4;275;7;105;21;43538;43559;43589;883;81;35761,5;21456,9
1111;7;44;1;106;5;43564;43582;43605;304;39;5928;2964
1112;74;70;2;106;12;43540;43570;43587;965;115;55487,5;33292,5
1113;21;246;20;103;93;43168;43171;43182;749;103;38573,5;23144,1
1114;4;315;5;106;97;43286;43314;43325;883;91;40176,5;24105,9
1115;29;37;13;101;98;43679;43681;43694;534;105;22428;8971,2
1116;36;96;16;103;74;43774;43792;43792;720;54;19440;11664
1117;94;90;17;102;82;43519;43536;43545;309;89;11000,4;5500,2
1118;1;286;13;101;16;43602;43614;43643;44;96;2112;1267,2
1119;57;111;9;104;4;43295;43320;43350;463;81;15001,2;9000,72
1120;33;316;14;104;27;43171;43201;43219;759;53;20113,5;10056,75
1121;25;138;13;105;83;43415;43438;43468;689;58;15984,8;9590,88
1122;5;312;13;105;9;43500;43516;43518;581;89;25854,5;15512,7
1123;66;266;8;106;4;43124;43146;43169;177;42;2973,6;1784,16
1124;83;127;5;103;46;43116;43123;43147;570;19;5415;2707,5
1125;4;208;12;101;105;43651;43674;43692;603;27;6512,4;3907,44
1126;22;62;10;106;37;43287;43316;43327;43;24;412,8;247,68
1127;24;121;6;103;48;43174;43194;43210;155;114;8835;3534
1128;40;4;11;101;43;43532;43537;43559;944;115;43424;17369,6
1129;9;190;14;101;33;43640;43662;43677;161;66;5313;2656,5
1130;74;232;17;102;32;43818;43847;43847;643;84;21604,8;10802,4
1131;96;65;2;102;17;43166;43177;43189;748;7;2094,4;1047,2
1132;9;126;4;105;49;43345;43346;43359;579;48;11116,8;4446,72
1133;33;324;11;106;36;43318;43335;43335;501;54;13527;6763,5
1134;93;315;14;103;7;43379;43388;43416;482;18;4338;1735,2
1135;28;98;1;103;35;43757;43762;43778;518;40;8288;3315,2
1136;93;31;12;105;33;43331;43345;43352;574;105;24108;9643,2
1137;2;159;10;104;28;43233;43241;43260;588;107;25166,4;10066,56
1138;35;278;16;104;35;43375;43402;43420;846;13;5499;2749,5
1139;78;117;10;106;5;43446;43452;43452;66;76;2006,4;1203,84
1140;57;88;12;105;82;43299;43325;43329;568;23;6532;3919,2
1141;33;291;10;104;64;43670;43673;43694;479;23;4406,8;1762,72
1142;61;215;2;103;58;43794;43810;43833;286;8;1144;457,6
1143;13;169;19;106;73;43720;43724;43725;844;27;9115,2;5469,12
1144;6;77;3;103;38;43314;43338;43357;265;80;10600;6360
1145;15;31;14;105;56;43723;43728;43735;65;50;1300;780
1146;54;20;15;103;41;43632;43656;43670;569;40;9104;5462,4
1147;2;194;19;101;1;43221;43221;43236;901;1;360,4;144,16
1148;7;39;3;104;63;43213;43229;43249;335;16;2144;1286,4
1149;74;196;18;101;70;43507;43533;43553;298;41;6109;3054,5
1150;59;127;7;102;1;43658;43671;43692;257;14;1799;899,5
1151;47;144;19;102;39;43539;43559;43569;431;107;18446,8;7378,72
1152;13;250;19;105;57;43789;43795;43821;722;34;12274;4909,6
1153;1;221;10;105;92;43636;43646;43664;307;79;9701,2;3880,48
1154;88;247;20;104;61;43723;43741;43750;418;42;8778;5266,8
1155;24;124;6;105;71;43471;43486;43503;593;50;11860;4744
1156;64;106;18;104;23;43806;43815;43832;888;63;22377,6;13426,56
1157;8;197;17;101;8;43395;43405;43429;994;109;43338,4;17335,36
1158;39;168;18;101;69;43818;43842;43865;294;33;3880,8;1552,32
1159;81;317;1;102;84;43780;43785;43814;156;13;811,2;486,72
1160;16;268;13;106;95;43323;43329;43359;418;71;11871,2;7122,72
1161;21;28;15;101;7;43779;43802;43831;474;106;25122;15073,2
1162;38;278;14;101;98;43650;43659;43664;915;119;43554;17421,6
1163;17;150;9;105;41;43468;43475;43505;247;81;8002,8;4801,68
1164;70;327;15;105;99;43616;43619;43647;796;6;1910,4;955,2
1165;18;301;6;106;59;43291;43315;43333;558;52;14508;8704,8
1166;50;221;10;105;39;43176;43201;43224;620;16;3968;2380,8
1167;86;33;8;101;45;43529;43548;43562;910;6;2184;1310,4
1168;6;294;13;105;10;43627;43638;43656;255;5;510;255
1169;32;99;20;106;19;43197;43197;43198;491;12;2946;1767,6
1170;59;108;12;105;7;43781;43781;43799;224;107;11984;5992
1171;9;281;14;102;57;43195;43198;43226;790;56;17696;8848
1172;49;220;1;106;69;43531;43545;43548;705;9;2538;1015,2
1173;20;13;1;103;32;43571;43599;43600;933;24;8956,8;4478,4
1174;96;331;9;105;29;43420;43439;43465;829;53;17574,8;8787,4
1175;41;10;2;101;8;43305;43318;43338;88;89;3916;1958
1176;13;305;11;102;50;43746;43760;43787;379;56;10612;4244,8
1177;70;260;3;105;64;43575;43575;43590;101;66;3333;1666,5
1178;9;297;10;105;16;43796;43803;43807;591;100;23640;11820
1179;25;206;10;106;30;43657;43667;43685;699;91;31804,5;19082,7
1180;71;225;11;105;69;43169;43194;43207;765;12;4590;2295
1181;58;89;5;105;3;43756;43780;43791;569;107;30441,5;12176,6
1182;3;327;13;106;31;43693;43717;43720;327;50;6540;2616
1183;45;77;16;103;74;43803;43805;43829;603;37;8924,4;3569,76
1184;90;288;18;104;64;43130;43137;43152;507;24;4867,2;2433,6
1185;5;230;16;106;24;43144;43148;43149;481;23;4425,2;1770,08
1186;62;190;6;106;17;43452;43453;43478;767;47;18024,5;9012,25
1187;71;151;14;105;70;43296;43325;43332;162;119;9639;3855,6
1188;81;294;2;101;87;43371;43388;43414;55;40;1100;550
1189;19;319;9;104;23;43622;43645;43658;308;48;7392;2956,8
1190;43;331;19;101;26;43494;43523;43535;958;49;18776,8;11266,08
1191;42;292;7;105;18;43439;43439;43457;91;108;3931,2;2358,72
1192;67;275;3;105;84;43146;43162;43167;728;5;1456;582,4
1193;12;250;13;104;18;43406;43412;43422;584;61;17812;7124,8
1194;10;128;3;101;3;43110;43124;43151;304;75;9120;4560
1195;24;88;19;103;102;43783;43810;43810;950;75;35625;17812,5
1196;6;135;16;105;90;43263;43263;43282;403;82;13218,4;6609,2
1197;33;77;9;105;50;43192;43196;43207;302;88;13288;7972,8
1198;96;197;12;103;97;43615;43632;43638;196;80;6272;3136
1199;39;175;10;106;70;43480;43485;43500;533;86;18335,2;11001,12
1200;4;311;3;101;105;43410;43410;43434;851;82;34891;13956,4
1201;25;255;12;103;55;43268;43295;43316;155;78;6045;2418
1202;35;294;14;104;75;43216;43242;43272;403;3;604,5;302,25
1203;35;25;11;102;12;43321;43343;43358;646;110;35530;17765
1204;54;299;9;105;85;43250;43253;43272;389;39;7585,5;4551,3
1205;47;327;17;104;5;43603;43632;43637;50;27;540;270
1206;66;296;10;106;73;43646;43660;43669;965;77;29722;17833,2
1207;28;289;18;106;43;43672;43682;43703;429;75;16087,5;8043,75
1208;11;165;15;106;21;43194;43213;43219;356;95;16910;8455
1209;68;27;9;102;84;43267;43295;43319;514;69;17733;8866,5
1210;58;16;1;104;78;43555;43585;43613;61;113;3446,5;1723,25
1211;14;178;16;105;69;43640;43660;43670;438;86;15067,2;6026,88
1212;37;224;1;105;58;43558;43581;43599;804;47;15115,2;6046,08
1213;10;216;11;106;47;43294;43313;43341;957;26;9952,8;3981,12
1214;30;1;11;105;47;43704;43717;43736;671;13;3489,2;2093,52
1215;16;286;3;101;82;43381;43384;43390;379;29;5495,5;2198,2
1216;51;329;4;103;3;43509;43512;43533;814;53;17256,8;8628,4
1217;96;278;15;104;87;43308;43315;43331;565;49;13842,5;5537
1218;40;208;5;102;80;43228;43258;43261;934;19;7098,4;3549,2
1219;44;1;5;105;91;43398;43401;43424;694;2;694;416,4
1220;13;278;12;106;76;43786;43816;43840;453;110;24915;9966
1221;31;72;9;104;61;43137;43156;43166;275;103;11330;6798
1222;8;11;6;103;39;43760;43787;43806;923;111;51226,5;20490,6
1223;55;195;17;106;64;43191;43191;43218;560;117;32760;16380
1224;66;186;8;103;75;43753;43765;43785;420;98;20580;10290
1225;67;18;16;102;23;43311;43341;43361;296;76;8998,4;5399,04
1226;8;3;10;104;18;43522;43534;43543;443;29;6423,5;2569,4
1227;91;297;3;106;22;43220;43226;43247;254;79;8026,4;4815,84
1228;41;237;2;104;52;43705;43706;43710;446;60;13380;6690
1229;88;42;17;102;94;43539;43557;43584;738;77;22730,4;11365,2
1230;43;307;13;103;98;43158;43165;43191;448;86;15411,2;6164,48
1231;95;113;10;105;63;43472;43495;43511;281;89;12504,5;5001,8
1232;7;155;14;106;66;43188;43194;43218;240;22;2640;1584
1233;10;335;7;105;90;43515;43536;43539;647;3;970,5;582,3
1234;64;191;5;105;9;43525;43548;43577;339;14;2373;949,2
1235;30;26;1;103;103;43658;43659;43671;496;28;6944;4166,4
1236;20;214;19;101;20;43259;43273;43303;767;65;19942;11965,2
1237;14;9;8;101;57;43509;43533;43535;64;106;2713,6;1628,16
1238;22;326;3;105;44;43104;43109;43134;676;8;2163,2;1081,6
1239;56;43;11;102;97;43317;43321;43327;283;3;424,5;254,7
1240;85;298;18;104;64;43796;43823;43844;165;49;3234;1940,4
1241;95;180;12;101;83;43204;43212;43233;557;20;5570;2228
1242;84;321;20;102;6;43573;43591;43608;255;115;11730;5865
1243;10;168;9;103;10;43188;43215;43226;822;30;9864;5918,4
1244;51;122;1;105;38;43154;43160;43167;52;106;2204,8;1322,88
1245;63;235;19;104;81;43285;43306;43315;427;23;3928,4;2357,04
1246;68;287;17;104;104;43412;43432;43445;279;41;5719,5;2859,75
1247;11;227;20;106;21;43663;43674;43685;769;52;19994;11996,4
1248;46;247;8;103;59;43173;43193;43200;523;7;1830,5;915,25
